ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,classif2,classif2.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,note_source,note_source.label
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,,,2021,1192.976,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_SECTOR_SER,Economic activity (Broad sector): Services,,,2021,6141.752,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_AGGREGATE_TOTAL,Economic activity (Aggregate): Total,,,2021,22755.313,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,,,2021,7516.948,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,,,2021,1580.315,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,,,2021,1712.345,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",,,2021,286.087,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,,2021,7863.726,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",,,2021,3795.891,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_AGGREGATE_TOTAL,Economic activity (Aggregate): Total,,,2021,11502.002,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,,,2021,3601.86,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,,,2021,876.881,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,,,2021,1328.265,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",,,2021,170.608,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,,2021,3946.028,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",,,2021,1578.36,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_AGGREGATE_TOTAL,Economic activity (Aggregate): Total,,,2021,11253.311,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,,,2021,3918.582,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,,,2021,702.054,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,,,2021,375.903,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",,,2021,115.019,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,,2021,3918.207,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",,,2021,2223.545,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_TOTAL,Economic activity (Detailed): Total,,,2021,22755.312,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_A,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,,,2021,7516.948,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_B,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,,,2021,197.441,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_C,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,,,2021,1580.315,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_DE,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,,,2021,88.646,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_F,Economic activity (Detailed): Construction ~ISIC rev.4 F,,,2021,1712.345,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_G,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,,,2021,4641.95,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_HJ,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,,,2021,1398.758,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_I,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,,,2021,828.195,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_K,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,,,2021,230.745,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_LMN,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,,,2021,764.078,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_O,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,,,2021,543.914,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_P,Economic activity (Detailed): Education ~ISIC rev.4 P,,,2021,1394.387,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_Q,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,,,2021,372.054,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_DETAILS_RSTU,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,,,2021,1485.536,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_TOTAL,Economic activity (Detailed): Total,,,2021,5813.853,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_A,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,,,2021,3597.66,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_B,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,,,2021,123.458,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_C,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,,,2021,877.122,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_DE,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,,,2021,47.341,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_F,Economic activity (Detailed): Construction ~ISIC rev.4 F,,,2021,1334.242,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_G,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,,,2021,1904.001,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_HJ,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,,,2021,1113.114,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_I,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,,,2021,301.332,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_K,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,,,2021,100.311,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_LMN,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,,,2021,528.204,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_O,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,,,2021,325.025,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_P,Economic activity (Detailed): Education ~ISIC rev.4 P,,,2021,625.95,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_Q,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,,,2021,133.587,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_DETAILS_RSTU,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,,,2021,490.655,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_TOTAL,Economic activity (Detailed): Total,,,2021,5565.162,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_A,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,,,2021,3919.288,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_B,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,,,2021,73.982,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_C,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,,,2021,703.193,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_DE,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,,,2021,41.305,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_F,Economic activity (Detailed): Construction ~ISIC rev.4 F,,,2021,378.103,A,Adjusted,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_G,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,,,2021,2737.949,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_HJ,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,,,2021,285.644,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_I,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,,,2021,526.863,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_K,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,,,2021,130.434,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_LMN,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,,,2021,235.874,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_O,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,,,2021,218.889,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_P,Economic activity (Detailed): Education ~ISIC rev.4 P,,,2021,768.437,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_Q,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,,,2021,238.467,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_F,Sex: Female,ECO_DETAILS_RSTU,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,,,2021,994.881,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,,,2020,21925.734,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,,,2020,7375.359,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,,,2020,3351.932,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_T,Sex: Total,ECO_SECTOR_SER,Economic activity (Broad sector): Services,,,2020,11198.443,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,,,2020,11103.49,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,,,2020,3551.246,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,,,2020,2204.218,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_ECO_NB,"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",SEX_M,Sex: Male,ECO_SECTOR_SER,Economic activity (Broad sector): Services,,,2020,5348.026,,,,,,,,
